nome_exame_oficial,sinonimos,codigo_tasy,codigo_tuss,terminologia_procedimentos
Cintilografia renal dinâmica com diurético,,,40704025,
Cintilografia renal estática (quantitativa ou qualitativa),,,40704033,
Cintilografia sincronizada das câmaras cardíacas - esforço,,,40701077,
Cintilografia sincronizada das câmaras cardíacas - repouso,,,40701085,
Cintilografia testicular (escrotal),,,40704041,
"Cirurgia antiglaucomatosa via angular, com implante de drenagem, por técnica minimamente invasiva",,,30310172,
Cirurgia antiglaucomatosa via angular sem implante de drenagem,,,30310121,
Cirurgia com sutura ajustável,,,30311020,
Cirurgia da glândula lacrimal,,,30313015,
Cirurgia da hidrosadenite (por região),,,30101115,
Cirurgia de abaixamento por videolaparoscopia,,,31003591,
Cirurgia de abaixamento (qualquer técnica),,,31003133,
Cirurgia de acesso posterior,,,31003141,
Cirurgia de coluna por via endoscópica,,,30715059,
Cirurgia de esterilização feminina (laqueadura tubárica convencional),,,31304010,
Cirurgia de esterilização feminina (laqueadura tubárica laparoscópica),,,31304052,
Cirurgia de nistagmo,,,30311063,
Cirurgia de restauração venosa com pontes em cavidades,,,30907012,
Cirurgia de restauração venosa com pontes nos membros,,,30907020,
Cirurgia esterilizadora masculina,,,31205070,
Cirurgia fetal endoscópica (guiada por ultrassonografia e fetoscópio),,,31309224,
Cirurgia fetal guiada por ultrassonografia,,,31309216,
Cirurgia fistulizante com implante de drenagem,,,30310040,
Cirurgia intracraniana por via endoscópica,,,31401031,
Cirurgia laparoscópica do prolapso de cúpula vaginal (fixação sacral ou no ligamento sacro-espinhoso),,,31307167,
Cirurgia micrográfica de Mohs,,,30101123,
Cirurgia multivalvar,,,30902029,
Cirurgia odontológica a retalho,,,82000336,
Cirurgia odontológica com aplicação de aloenxertos,,,82000344,
Cirurgia para exostose maxilar,,,82000352,
Cirurgia para prótese auditiva percutânea ancorada no osso unilateral (primeira implantação ou substituição),,,30404177,
Cirurgia para torus mandibular – bilateral,,,82000360,
Cirurgia para torus mandibular – unilateral,,,82000387,
Cirurgia para torus palatino,,,82000395,
Cirurgia periodontal a retalho,,,82000417,
Cirurgia redutora do volume pulmonar unilateral por videotoracoscopia,,,30803187,
Cirurgia redutora do volume pulmonar unilateral (qualquer técnica),,,30803020,
Cirurgia (via alta ou baixa) do prolápso de cúpula vaginal (fixação sacral ou no ligamento sacro-espinhoso) qualquer técnica,,,31307027,
Cirurgias fistulizantes antiglaucomatosas,,,30310032,
CISQL,,CISQL,,
CISQT,,CISQT,,
Cistatina C,,CISTC,40302962,
"Cistatina C, dosagem no sangue",,,40322424,
CISTC,,CISTC,,
Cistectomia parcial,,,31103065,
Cistectomia parcial laparoscópica,,,31103529,
Cistectomia radical (inclui próstata ou útero),,,31103073,
Cistectomia radical laparoscópica (inclui próstata ou útero),,,31103537,
Cistectomia total,,,31103081,
Cisternocintilografia (inclui estudo do trânsito liquórico),,,40707040,
Cisternocintilografia para pesquisa de fístula liquórica,,,40707059,
CISTG,,CISTG,,
"Cisticercose, AC - pesquisa e/ou dosagem",,,40306658,
Cisticercose Western Blot,,,40323218,
Cistina - pesquisa e/ou dosagem na urina,,,40311244,
"Cistinúria, pesquisa",,,40311066,
CISTL,,CISTL,,
Cisto de colédoco - tratamento cirúrgico,,,31005098,
Cisto de supra-renal - tratamento cirúrgico,,,31101593,
Cisto mesentérico - tratamento cirúrgico,,,31003150,
Cisto mesentérico - tratamento cirúrgico por videolaparoscopia,,,31003605,
Cisto naso-alveolar e globular - exérese,,,30502047,
Cisto ou duplicação brônquica ou esôfagica - tratamento cirúrgico,,,30805040,
Cisto ou duplicação brônquica ou esofágica – tratamento cirúrgico por vídeo,,,30805198,
Cisto pancreático - cistojejunoanastomose - tratamento cirúrgico,,,31006124,
Cisto pancreático - gastroanastomose - tratamento cirúrgico,,,31006132,
Cisto pré-auricular (coloboma auris) - exérese-unilateral,,,30402034,
Cisto pulmonar congênito - tratamento cirúrgico,,,30803039,
Cisto renal - escleroterapia percutânea - por cisto,,,31101089,
Cisto sacro-coccígeo - tratamento cirúrgico,,,31009042,
Cisto sinovial - tratamento cirúrgico,,,30731046,
Cistocintilografia direta,,,40704050,
Cistocintilografia indireta,,,40704068,
Cistoenterostomia com colocação de prótese ou dreno,,,40202070,
Cistolitotomia,,,31103090,
Cistolitotripsia a laser,,,31103561,
Cistolitotripsia extracorpórea - 1ª sessão,,,31103103,
Cistolitotripsia extracorpórea - reaplicações (até 3 meses),,,31103111,
"Cistolitotripsia percutânea (U.S., E.H., E.C.)",,,31103138,
"Cistolitotripsia transuretral (U.S., E.H., E.C.)",,,31103146,
Cistoplastia redutora,,,31103154,
Cistorrafia (trauma),,,31103162,
Cistoscopia e/ou uretroscopia,,,40201066,
Cistostomia cirúrgica,,,31103170,
Cistostomia com procedimento endoscópico,,,31103189,
Cistostomia por punção com trocater,,,31103197,
CIT,,CIT,,
CITLQ,,CITLQ,,
CITO,,CITO,,
Citocromo P450 2C19 genotipagem,,,40503291,
Citogenética de medula óssea,,,40314251,
"Citológico anatomia patológica, qualquer material",,,40601331,
Citológico em líquido ascítico,,,40601340,
Citológico em líquido pericárdio,,,40601358,
Citológico em líquido sinovial,,,40601366,
Citológico em outros materiais,,,40601374,
Citomegalovírus IgG - pesquisa e/ou dosagem,,,40306666,
Citomegalovírus IgM - pesquisa e/ou dosagem,,,40306674,
"Citomegalovírus - qualitativo, por PCR - pesquisa",,,40314022,
"Citomegalovírus - quantitativo, por PCR - pesquisa",,,40314030,
Citomegalovírus - shell vial - pesquisa,,,40310361,
"Citoquímica para classificar leucemia: esterase, fosfatase leucocitária, PAS, peroxidase ou SB, etc - cada",,,40304094,
CITRUL,,CITRUL,,
CITUR,,CITUR,,
CKMA,,CKMA,,
CKMA3,,CKMA3,,
CKMA4,,CKMA4,,
CKMA6,,CKMA6,,
CKMB,,CKMB,,
CKMB3,,CKMB3,,
CKMB6,,CKMB6,,
CL,,CL,,
CLACHD,,CLACHD,,
CLANGPD,,CLANGPD,,
Clareamento de dente desvitalizado,,,85200018,
Clareamento dentário caseiro,,,85100021,
Clareamento dentário de consultório,,,85100030,
CLATRD,,CLATRD,,
CLATRP,,CLATRP,,
CLC,,CLC,,
CLCNOD,,CLCNOD,,
CLE,,CLE,,
CLEA,,CLEA,,
CLEAMI,,CLEAMI,,
Clearance de ácido úrico,,,40301494,
Clearance de amilase,,,40302989,
Clearance de creatinina,,,40301508,
Clearance de fosfato,,,40301516,
Clearance de uréia,,,40301524,
Clearance osmolar,,,40301532,
"Clements, teste",,,40309401,
CLF,,CLF,,
"Clindamicina, dosagem",,,40321711,
Clitorectomia (parcial ou total),,,31301045,
Clitoroplastia,,,31301053,
CLLC,,CLLC,,
CLLQ,,CLLQ,,
CLOBA,,CLOBA,,
Clobazam dosagem,,,40321720,
Clomipramina - pesquisa e/ou dosagem,,,40301540,
"Clonalidade para células B, detecção por PCR, vários materiais",,,40314324,
"Clonalidade para células T, detecção por PCR, sangue total",,,40314332,
"Clonazepan, dosagem",,,40321738,
Cloro - pesquisa e/ou dosagem,,,40301559,
"Clorpromazina, dosagem",,,40321746,
CLOS,,CLOS,,
"Clostridium Difficile Toxigênico, pesquisa DNA, fezes",,,40314456,
"Clostridium difficile, toxina A - pesquisa e/ou dosagem",,,40306682,
CLOZAP,,CLOZAP,,
"Clozapina, dosagem",,,40321754,
CLU24,,CLU24,,
CLUR,,CLUR,,
CMG,,CMG,,
CMM,,CMM,,
CMMNN,,CMMNN,,
CMV para imunofluorescência direta,,,40310450,
CMVAV,,CMVAV,,
CMVPLBA,,CMVPLBA,,
CMVPLQ,,CMVPLQ ,,
CMVPUR,,CMVPUR,,
CMVQL,,CMVQL,,
CMVQLS,,CMVQLS,,
CMVQT,,CMVQT,,
CMVQTLQ,,CMVQTLQ,,
CMVQTS,,CMVQTS,,
CMVQTU,,CMVQTU,,
CNA,,CNA,,
CO2,,CO2,,
CO2U,,CO2U,,
"Coagulograma (TS, TC, prova do laço, retração do coágulo, contagem de plaquetas, tempo de protombina, tempo de tromboplastina, parcial ativado) - pesquisa e/ou dosagem",,,40304922,
Coarctação da aorta - correção cirúrgica,,,30901030,
COBAL,,COBAL,,
"Cobre eritrocitário, dosagem",,,40322432,
Cobre - pesquisa e/ou dosagem,,,40301567,
COBRI,,COBRI,,
COBRU,,COBRU,,
COBSO,,COBSO,,
"Cocaína, dosagem, sangue total",,,40322440,
"Cocaína, pesquisa e/ou dosagem",,,40301575,
Coccidióides em líquor,,,40309207,
COE,,COE,,
Coenzima Q10,,,40319067,
COL,,COL,,
Colagem de fístula por via endoscópica,,,40202089,
Colagem de fragmentos dentários,,,85100048,
Colágeno ensaio de ligação,,,40302997,
Colangiografia transcutânea,,,40809064,
Colangiopancreatografia retrógrada,,,40809072,
Colangiopancreatografia retrógrada endoscópica,,,40201074,
Colar,,,30712033,
Colecistectomia com colangiografia,,,31005101,
Colecistectomia com colangiografia por videolaparoscopia,,,31005470,
Colecistectomia com fístula biliodigestiva,,,31005110,
Colecistectomia com fístula biliodigestiva por videolaparoscopia,,,31005489,
Colecistectomia sem colangiografia,,,31005128,
Colecistectomia sem colangiografia por videolaparoscopia,,,31005497,
Colecistojejunostomia,,,31005136,
Colecistojejunostomia por videolaparoscopia,,,31005500,
Colecistostomia,,,31005144,
"Colecistostomia percutânea orientada por RX, US ou TC",,,40813843,
Colecistostomia por videolaparoscopia,,,31005519,
COLECR,,COLECR,,
Colectomia parcial com colostomia,,,31003168,
Colectomia parcial com colostomia por videolaparoscopia,,,31003613,
Colectomia parcial sem colostomia,,,31003176,
Colectomia parcial sem colostomia por videolaparoscopia,,,31003621,
Colectomia total com íleo-reto-anastomose,,,31003184,
Colectomia total com íleo-reto-anastomose por videolaparoscopia,,,31003630,
Colectomia total com ileostomia,,,31003192,
Colectomia total com ileostomia por videolaparoscopia,,,31003648,
Colédoco-duodenostomia,,,31005179,
Colédoco-duodenostomia por videolaparoscopia,,,31005535,
Colédoco ou hepático-jejunostomia por videolaparoscopia,,,31005527,
Colédoco ou hepático-jejunostomia (qualquer técnica),,,31005152,
Colédoco ou hepaticoplastia,,,31005160,
Coledocoscopia intra-operatória,,,31005195,
Coledocotomia ou coledocostomia com colecistectomia,,,31005446,
Coledocotomia ou coledocostomia com colecistectomia por videolaparoscopia,,,31005543,
Coledocotomia ou coledocostomia sem colecistectomia,,,31005187,
Coledocotomia ou coledocostomia sem colecistectomia por videolaparoscopia,,,31005551,
Cólera - identificação (sorotipagem incluída),,,40310086,
Colesterol esterificado,,,40321010,
Colesterol (HDL) - pesquisa e/ou dosagem,,,40301583,
Colesterol LDL peroxidada,,,40322459,
Colesterol (LDL) - pesquisa e/ou dosagem,,,40301591,
Colesterol total - pesquisa e/ou dosagem,,,40301605,
Colesterol (VLDL) - pesquisa e/ou dosagem,,,40302695,
Coleta de biópsia de medula óssea por agulha,,,40403068,
Coleta de células tronco de sangue de cordão umbilical para transplante de medula óssea,,,40403041,
Coleta de células tronco por processadora automática para transplante de medula óssea - por procedimento de aférese,,,40403050,
Coleta de escarro induzida,,,40312194,
Coleta de fluxo papilar de mama,,,30602025,
Coleta de linfócitos de sangue periférico por aférese para tratamento de recidivas pós TCTH alogênico,,,40404072,
Coleta de material cérvico-vaginal,,,41301099,
Coleta de medula óssea para transplante - por procedimento,,,40403076,
Coleta de raspado dérmico em lesões e sítios específicos para baciloscopia,,,41301390,
Coleta de raspado em lesões ou sítios específicos da região buco-maxilo-facial,,,82000441,
Colete,,,30712041,
Colheita seletiva de sangue para dosagem hormonal,,,40810038,
Colimação individual - 1 por incidência planejada,,,41204018,
Colinesterase com inibição de Dibucaina,,,40321762,
"Colinesterase, estudo genético",,,40503305,
Colinesterase (para carbamatos organofosforados) - pesquisa e/ou dosagem,,,40313115,
COLLC,,COLLC,,
Colo de divertículo - ressecção endoscópica,,,31103200,
Colo vesical - ressecção cirúrgica,,,31103570,
Colo vesical - ressecção endoscópica,,,31103219,
Coloboma - com plástica,,,30301076,
Colocação cirúrgica de duplo J unilateral,,,31102042,
Colocação cistoscópica de duplo J unilateral,,,31102050,
Colocação de aparelho ortodôntico removível,,,87000199,
Colocação de balão intra-aórtico,,,30905010,
Colocação de balão intragástrico por via endoscópica para obesidade mórbida,,,40202658,
Colocação de banda gástrica,,,31002013,
Colocação de banda gástrica por videolaparoscopia,,,31002285,
Colocação de cânula sob orientação endoscópica,,,40202097,
Colocação de cateter intracavitário para monitorização hemodinâmica,,,30912083,
Colocação de cateter para braquiterapia endobrônquica,,,40202100,
Colocação de cateter venoso central ou portocath,,,40813231,
Colocação de clipes(s) pré QT neoadjuvante em axila – cada lado (não inclui o exame de base),,,40808319,
Colocação de clipes(s) pré QT neoadjuvante em mama – cada lado (não inclui o exame de base),,,40808327,
Colocação de filtro de VCI para prevenção de TEP,,,40813240,
Colocação de marcador de local da intervenção,,,40809145,
Colocação de molde brônquico por toracotomia,,,30802032,
"Colocação de órtese traqueal, traqueobrônquica ou brônquica, por via endoscópica (tubo de silicone ou metálico)",,,30801010,
Colocação de prótese coledociana por via endoscópica,,,40202119,
Colocação de prótese traqueal ou brônquica,,,40202127,
Colocação de prótese traqueal ou traqueobrônquica (qualquer via),,,30801028,
Colocação de sonda enteral,,,31003206,
Colocação de stent aórtico,,,40813215,
Colocação de stent biliar,,,40813320,
Colocação de stent em artéria visceral - por vaso,,,40813258,
Colocação de stent em estenose vascular de enxerto transplantado,,,40813290,
Colocação de stent em ramo intracraniano,,,40813193,
Colocação de stent em traquéia ou brônquio,,,40813304,
Colocação de stent em tronco supra-aórtico,,,40813207,
"Colocação de stent esofagiano, duodenal ou colônico",,,40813312,
Colocação de stent na aorta sem CEC,,,30905028,
Colocação de stent para tratamento de obstrução arterial ou venosa,,,40813266,
Colocação de stent para tratamento de síndrome de VCI,,,40813223,
Colocação de stent renal,,,40813339,
Colocação de stent revestido (stent-graft) para tratamento de aneurisma periférico,,,40813274,
Colocação de stent revestido (stent-graft) para tratamento de fístula arteriovenosa,,,40813282,
Colocação endoscópica de balão intragástrico de curta permanência (6 meses),,,40202801,
Colocação endoscópica de balão intragástrico de longa permanência (9 - 12 meses),,,40202810,
Colocação nefroscópica de duplo J unilateral,,,31102069,
Colocação ou retirada da placa oftálmica - 1 colocação e 1 retirada por tratamento,,,41206029,
Colocação ou retirada dos cateteres - 1 colocação e 1 retirada por inserção,,,41206037,
Colocação percutânea de cateter pielovesical,,,40813347,
Colocação percutânea de stent vascular,,,40813355,
Colocação ureteroscópica de duplo J unilateral,,,31102077,
Colonoscopia com biópsia e/ou citologia,,,40202666,
Colonoscopia com cromoscopia,,,40201350,
Colonoscopia com dilatação segmentar,,,40202674,
Colonoscopia com estenostomia,,,40202704,
Colonoscopia com magnificação,,,40201090,
Colonoscopia com magnificação e tatuagem,,,40202135,
Colonoscopia com mucosectomia,,,40202712,
Colonoscopia com tratamento de fístula,,,40202755,
Colonoscopia (inclui a retossigmoidoscopia),,,40201082,
"Coloração de gel e Fotodocumentação da análise molecular, por amostra",,,40503208,
Coloração especial por coloração,,,40601269,
Colostomia ou enterostomia,,,31003214,
Colotomia e colorrafia,,,31003230,
Colpectomia,,,31302025,
Colpocleise (Lefort),,,31302033,
Colpoplastia anterior,,,31302041,
Colpoplastia posterior com perineorrafia,,,31302050,
Colporrafia ou colpoperineoplastia incluindo ressecção de septo ou ressutura de parede vaginal,,,31302068,
Colposcopia anal,,,41301536,
Colposcopia (cérvice uterina e vagina),,,41301102,
Colposcopia por vídeo,,,41301544,
Colpotomia ou culdocentese,,,31302076,
Coluna vertebral: infiltração foraminal ou facetária ou articular,,,40813363,
Comissurotomia valvar,,,30902037,
"Complemento C1 R, pesquisa e/ou dosagem",,,40324168,
Complemento C2 - pesquisa e/ou dosagem,,,40306690,
"Complemento C3, C4 - turbid. ou nefolométrico C3A - pesquisa e/ou dosagem",,,40307999,
Complemento C3 - pesquisa e/ou dosagem,,,40306704,
Complemento C4 - pesquisa e/ou dosagem,,,40306712,
Complemento C5 - pesquisa e/ou dosagem,,,40306720,
Complemento CH-100 - pesquisa e/ou dosagem,,,40306739,
Complemento CH-50 - pesquisa e/ou dosagem,,,40306747,
Composto S (11-desoxicortisol) - pesquisa e/ou dosagem,,,40316181,
Concentrado de hemácias CMV negativos,,,40402177,
Concentrado de hemácias raras congeladas,,,40404390,
Condicionamento em Odontologia,,,81000014,
Condicionamento em odontologia para pacientes com necessidades especiais,,,87000032,
Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de cotovelo,,,30736030,
Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de joelho,,,30733030,
Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de punho e túnel do carpo,,,30737036,
Condroplastia (com remoção de corpos livres) - procedimento videoartroscópico de tornozelo,,,30734037,
Condroplastia com sutura labral - procedimento videoartroscópico de coxofemoral,,,30738059,
"Cone beam CT ou Tomografia Computadorizada em ""Feixe Cônico"" intra operatória",,,40812162,
Confecção de bandagem da artéria pulmonar,,,30901049,
Confecção de fístula AV para hemodiálise,,,30913144,
